,name,variety,description
789,Longboard 2016 Dakine Vineyard Merlot (Russian River Valley),Merlot,"With 13% Malbec in the mix, this is a densely packed and robust red wine, herbal and earthy in cedar and anise. Dark cherry and smoky oak round out a fleshy midpalate that finishes in a lengthy swirl of dark chocolate. Virginie Boone"
790,St. Francis 2016 Reserve Merlot (Sonoma Valley),Merlot,"Thick, rich and spicy, this wine is robust in tannin structure and powerfully dense black fruit. For fans of a fuller style, it delivers plenty of concentration around accents of leather, clove and cigar. Virginie Boone"
791,Kracher 2018 Spätlese Rosé Merlot (Burgenland),Merlot,"An edge of rhubarb plays most subtly on a rounded nose that suggests apple compote. The palate comes in with subtle freshness and a zesty-citrus edged fruitfulness. At first, there is a touch of grapefruit, then the full force of strawberry compote unfolds—unusual but very attractive, with a nice, fresh, balanced sweet finish. Anne Krebiehl MW"
792,Paumanok 2015 Estate Bottled Merlot (North Fork of Long Island),Merlot,"This fruit-forward Merlot kicks off with a blueberry pie aroma. The palate is light and lithe, displaying a pleasing grip of juicy dark plum and cranberry flavors that are lifted up by persistent acidity. Lightly grainy tannins frame it all. Alexander Peartree"
793,Watermill 2017 Estate Merlot (Walla Walla Valley (OR)),Merlot,"Perfumed aromas of blue fruit, pipe tobacco, orange peel, flower and fresh herbs are followed by soft, velvety, fruit and barrel flavors. At times it doesn't quite seem to have fully ripened. Sean P. Sullivan"
794,Four Lanterns 2016 Sardius Merlot (Templeton Gap District),Merlot,"This bottling, which is bolstered by 15% Cabernet Sauvignon, starts with ripe cherry, dried sagebrush and pencil shavings on the nose. The structure is grippy on the sip, with dried plum, cherry and woody flavors, plus a lingering hint of green herbs carrying into the finish. Matt Kettmann"
795,Donati Family Vineyard 2016 Merlot (Paicines),Paicines,"Mellow on the nose, this bottling offers layered dried cherry, red flowers, damp wood and a hint of soy aromas. The palate is quite dry, combining marjoram and cedar with tea leaf and light-red-fruit flavors. Matt Kettmann"
796,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"This is a solid choice for midweek enjoyment. Generous aromas of ripe fresh red fruits meet with crushed slate, gravel and a kiss of sweet oak on the nose. It's lively on the palate, where juicy red cherry and oak framed by a spicy acidity. Matt Kettmann"
797,St. Francis 2016 Merlot (Sonoma County),Sonoma County,"This is an appealing red wine, juicy and soft in layers of baked plum with an oaky backbone. Accents of cedar and dried herb round out its full-figured profile of concentrated density. Virginie Boone"
798,Cannonball 2016 Eleven Merlot (Sonoma County),Merlot,"Herbal and savory in pencil shavings, cedar and crayon wax, this is a powerfully built and quite tannic rendition of the variety, blended with 6% Petite Sirah. The fruit is jammy and densely packed. Virginie Boone"
799,Woodbridge by Robert Mondavi 2017 Merlot (California),California,"This medium-bodied wine is dry, well-balanced and offers a good, velvety texture to support generous cherry and raspberry flavors. It's difficult to find this kind of drinkability at this low price. Jim Gordon"
800,Arietta 2016 Hudson Vineyards Merlot (Napa Valley),Merlot,"From the great vineyard site in Carneros, this 100% varietal wine from the site's oldest vines is earthy, rugged and generous in flavor, oak and heat, with a persistence of structure and tannin. It unfurls itself slowly to show succulent cassis, nutmeg, graphite and blueberry compote, layers of complexity that lead to a soft, graceful finish. Virginie Boone"
801,Pride Mountain 2016 Merlot (Napa Valley),Napa Valley,"Juicy, savory, spicy and well integrated, this bold beauty offers so much of what the variety is while combining 15% Cabernet Sauvignon and 1% Petit Verdot. With a backbone of tannin and oak, it shines in lasting accents of clove, chocolate and red and black currant, rich and smooth. Virginie Boone"
802,Château Puygueraud 2015 Closerie de Bories  (Francs Côtes de Bordeaux),Merlot,"The second wine from this leading estate in Francs, this is big, bold and very ripe. Its tannins and integrated black fruits are warm and rounded, with a core of dryness that will allow the rich wine to age more. Drink from 2020. Roger Voss"
803,Ty Caton 2016 Upper Bench Merlot (Moon Mountain District Sonoma County),Merlot,"From the mountain appellation neighboring Mount Veeder, this is an impressive, hearty and earthy red wine. Sanguine with meaty elements of flavor accented by leather and black currant, it is soft, integrated and well structured, with length and grace. Virginie Boone"
804,Coffee Pot Cellars 2013 Merlot (North Fork of Long Island),North Fork of Long Island,"This delightful Merlot from a heralded vintage on Long Island shows a wealth of crushed herb, moss and small dark berries on the nose. The palate is grippy in thick-skinned dark-berry flavors that are supported by a tangy slick of minerals. Herbs and tart fruit linger on the finish. Alexander Peartree"
805,Château de Langaleire 2017  Cadillac Côtes de Bordeaux,Cadillac Côtes de Bordeaux,"Spicy and smoky, this wine moves easily between bright berry fruits and a structure made for aging. With a fresh edge of black currants and a firm core of tannins, the wine will age well. Drink from 2021. Roger Voss"
806,Napa Cellars 2017 Merlot (Napa Valley),Napa Valley,"This is an explosive offering of succulent black cherry and cola that finds balance and backbone on the structured midpalate. It finishes with hints of clove, cedar and toasted oak that linger. Virginie Boone"
807,Decoy 2017 Merlot (Sonoma County),Sonoma County,"This wine is soft, rounded and succulent in waves of plum and dark cherry. Moderate in weight and ripeness, it is solidly backed by integrated oak, baking spice and a lasting hint of dried herb. Virginie Boone"
808,H.L.R. Cellars 2016 Estate Merlot (Fountaingrove District),Merlot,"Perfumed in gardenia and lavender, this is from a site hovering at 1,300-feet-elevation. Red cherry, plum, dark chocolate and graphite play around dense, concentrated layers of soft, integrated smoothness and a hit of fresh acidity. Virginie Boone"
809,Longboard 2016 Dakine Vineyard Merlot (Russian River Valley),Merlot,"With 13% Malbec in the mix, this is a densely packed and robust red wine, herbal and earthy in cedar and anise. Dark cherry and smoky oak round out a fleshy midpalate that finishes in a lengthy swirl of dark chocolate. Virginie Boone"
810,St. Francis 2016 Reserve Merlot (Sonoma Valley),Merlot,"Thick, rich and spicy, this wine is robust in tannin structure and powerfully dense black fruit. For fans of a fuller style, it delivers plenty of concentration around accents of leather, clove and cigar. Virginie Boone"
811,Kracher 2018 Spätlese Rosé Merlot (Burgenland),Merlot,"An edge of rhubarb plays most subtly on a rounded nose that suggests apple compote. The palate comes in with subtle freshness and a zesty-citrus edged fruitfulness. At first, there is a touch of grapefruit, then the full force of strawberry compote unfolds—unusual but very attractive, with a nice, fresh, balanced sweet finish. Anne Krebiehl MW"
812,Paumanok 2015 Estate Bottled Merlot (North Fork of Long Island),Merlot,"This fruit-forward Merlot kicks off with a blueberry pie aroma. The palate is light and lithe, displaying a pleasing grip of juicy dark plum and cranberry flavors that are lifted up by persistent acidity. Lightly grainy tannins frame it all. Alexander Peartree"
813,Watermill 2017 Estate Merlot (Walla Walla Valley (OR)),Merlot,"Perfumed aromas of blue fruit, pipe tobacco, orange peel, flower and fresh herbs are followed by soft, velvety, fruit and barrel flavors. At times it doesn't quite seem to have fully ripened. Sean P. Sullivan"
814,Four Lanterns 2016 Sardius Merlot (Templeton Gap District),Merlot,"This bottling, which is bolstered by 15% Cabernet Sauvignon, starts with ripe cherry, dried sagebrush and pencil shavings on the nose. The structure is grippy on the sip, with dried plum, cherry and woody flavors, plus a lingering hint of green herbs carrying into the finish. Matt Kettmann"
815,Donati Family Vineyard 2016 Merlot (Paicines),Paicines,"Mellow on the nose, this bottling offers layered dried cherry, red flowers, damp wood and a hint of soy aromas. The palate is quite dry, combining marjoram and cedar with tea leaf and light-red-fruit flavors. Matt Kettmann"
816,J. Lohr 2017 Los Osos Merlot (Paso Robles),Merlot,"This is a solid choice for midweek enjoyment. Generous aromas of ripe fresh red fruits meet with crushed slate, gravel and a kiss of sweet oak on the nose. It's lively on the palate, where juicy red cherry and oak framed by a spicy acidity. Matt Kettmann"
817,St. Francis 2016 Merlot (Sonoma County),Sonoma County,"This is an appealing red wine, juicy and soft in layers of baked plum with an oaky backbone. Accents of cedar and dried herb round out its full-figured profile of concentrated density. Virginie Boone"
818,Cannonball 2016 Eleven Merlot (Sonoma County),Merlot,"Herbal and savory in pencil shavings, cedar and crayon wax, this is a powerfully built and quite tannic rendition of the variety, blended with 6% Petite Sirah. The fruit is jammy and densely packed. Virginie Boone"
819,Woodbridge by Robert Mondavi 2017 Merlot (California),California,"This medium-bodied wine is dry, well-balanced and offers a good, velvety texture to support generous cherry and raspberry flavors. It's difficult to find this kind of drinkability at this low price. Jim Gordon"
820,Arietta 2016 Hudson Vineyards Merlot (Napa Valley),Merlot,"From the great vineyard site in Carneros, this 100% varietal wine from the site's oldest vines is earthy, rugged and generous in flavor, oak and heat, with a persistence of structure and tannin. It unfurls itself slowly to show succulent cassis, nutmeg, graphite and blueberry compote, layers of complexity that lead to a soft, graceful finish. Virginie Boone"
821,Pride Mountain 2016 Merlot (Napa Valley),Napa Valley,"Juicy, savory, spicy and well integrated, this bold beauty offers so much of what the variety is while combining 15% Cabernet Sauvignon and 1% Petit Verdot. With a backbone of tannin and oak, it shines in lasting accents of clove, chocolate and red and black currant, rich and smooth. Virginie Boone"
822,Château Puygueraud 2015 Closerie de Bories  (Francs Côtes de Bordeaux),Merlot,"The second wine from this leading estate in Francs, this is big, bold and very ripe. Its tannins and integrated black fruits are warm and rounded, with a core of dryness that will allow the rich wine to age more. Drink from 2020. Roger Voss"
823,Ty Caton 2016 Upper Bench Merlot (Moon Mountain District Sonoma County),Merlot,"From the mountain appellation neighboring Mount Veeder, this is an impressive, hearty and earthy red wine. Sanguine with meaty elements of flavor accented by leather and black currant, it is soft, integrated and well structured, with length and grace. Virginie Boone"
824,Coffee Pot Cellars 2013 Merlot (North Fork of Long Island),North Fork of Long Island,"This delightful Merlot from a heralded vintage on Long Island shows a wealth of crushed herb, moss and small dark berries on the nose. The palate is grippy in thick-skinned dark-berry flavors that are supported by a tangy slick of minerals. Herbs and tart fruit linger on the finish. Alexander Peartree"
